Source,Branch,Type of Expenditure,Type,COUNTRY,Year,Unit Code,Unit,PowerCode,Value
Public,Active labour market programmes,Total,PCT_GDP,USA,2000,PC,Percentage,Units,0.062
Public,Active labour market programmes,Total,PCT_GDP,USA,2005,PC,Percentage,Units,0.048
Public,Active labour market programmes,Total,PCT_GDP,USA,2010,PC,Percentage,Units,0.049
Public,Active labour market programmes,Total,PCT_GDP,USA,2015,PC,Percentage,Units,0.034
Public,Active labour market programmes,Total,PCT_GDP,USA,2019,PC,Percentage,Units,0.029
Public,Active labour market programmes,Total,PCT_GDP,USA,2020,PC,Percentage,Units,0.032
Public,Active labour market programmes,Total,PCT_GDP,CHL,2000,PC,Percentage,Units,0.159
Public,Active labour market programmes,Total,PCT_GDP,CHL,2005,PC,Percentage,Units,0.11
Public,Active labour market programmes,Total,PCT_GDP,CHL,2010,PC,Percentage,Units,0.135
Public,Active labour market programmes,Total,PCT_GDP,CHL,2015,PC,Percentage,Units,0.193
Public,Active labour market programmes,Total,PCT_GDP,CHL,2019,PC,Percentage,Units,0.146
Public,Active labour market programmes,Total,PCT_GDP,CHL,2020,PC,Percentage,Units,0.138
Public,Active labour market programmes,Total,PCT_GDP,CHL,2021,PC,Percentage,Units,0.105
Public,Active labour market programmes,Total,PCT_GDP,EST,2005,PC,Percentage,Units,0.033
Public,Active labour market programmes,Total,PCT_GDP,EST,2010,PC,Percentage,Units,0.052
Public,Active labour market programmes,Total,PCT_GDP,EST,2015,PC,Percentage,Units,0.075
Public,Active labour market programmes,Total,PCT_GDP,EST,2019,PC,Percentage,Units,0.12
Public,Active labour market programmes,Total,PCT_GDP,ISR,2000,PC,Percentage,Units,0.13
Public,Active labour market programmes,Total,PCT_GDP,ISR,2005,PC,Percentage,Units,0.088
Public,Active labour market programmes,Total,PCT_GDP,ISR,2010,PC,Percentage,Units,0.074
Public,Active labour market programmes,Total,PCT_GDP,ISR,2015,PC,Percentage,Units,0.071
Public,Active labour market programmes,Total,PCT_GDP,ISR,2019,PC,Percentage,Units,0.068
Public,Active labour market programmes,Total,PCT_GDP,ISR,2020,PC,Percentage,Units,0.074
Public,Active labour market programmes,Total,PCT_GDP,ISR,2021,PC,Percentage,Units,0.067
Public,Active labour market programmes,Total,PCT_GDP,SVN,2005,PC,Percentage,Units,0.049
Public,Active labour market programmes,Total,PCT_GDP,SVN,2010,PC,Percentage,Units,0.121
Public,Active labour market programmes,Total,PCT_GDP,SVN,2015,PC,Percentage,Units,0.041
Public,Active labour market programmes,Total,PCT_GDP,SVN,2019,PC,Percentage,Units,0.038
Public,Active labour market programmes,Total,PCT_GDP,AUS,2000,PC,Percentage,Units,0.006
Public,Active labour market programmes,Total,PCT_GDP,AUS,2005,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,AUS,2010,PC,Percentage,Units,0.012
Public,Active labour market programmes,Total,PCT_GDP,AUS,2015,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,AUS,2019,PC,Percentage,Units,1.611
Public,Active labour market programmes,Total,PCT_GDP,AUT,2000,PC,Percentage,Units,0.064
Public,Active labour market programmes,Total,PCT_GDP,AUT,2005,PC,Percentage,Units,0.051
Public,Active labour market programmes,Total,PCT_GDP,AUT,2010,PC,Percentage,Units,0.055
Public,Active labour market programmes,Total,PCT_GDP,AUT,2015,PC,Percentage,Units,0.039
Public,Active labour market programmes,Total,PCT_GDP,AUT,2019,PC,Percentage,Units,0.057
Public,Active labour market programmes,Total,PCT_GDP,BEL,2000,PC,Percentage,Units,0.233
Public,Active labour market programmes,Total,PCT_GDP,BEL,2005,PC,Percentage,Units,0.136
Public,Active labour market programmes,Total,PCT_GDP,BEL,2010,PC,Percentage,Units,0.147
Public,Active labour market programmes,Total,PCT_GDP,BEL,2015,PC,Percentage,Units,0.161
Public,Active labour market programmes,Total,PCT_GDP,BEL,2019,PC,Percentage,Units,0.229
Public,Active labour market programmes,Total,PCT_GDP,CAN,2000,PC,Percentage,Units,0.012
Public,Active labour market programmes,Total,PCT_GDP,CAN,2005,PC,Percentage,Units,0.007
Public,Active labour market programmes,Total,PCT_GDP,CAN,2010,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,CAN,2015,PC,Percentage,Units,0.006
Public,Active labour market programmes,Total,PCT_GDP,CAN,2019,PC,Percentage,Units,0.206
Public,Active labour market programmes,Total,PCT_GDP,CAN,2020,PC,Percentage,Units,3.44
Public,Active labour market programmes,Total,PCT_GDP,CZE,2000,PC,Percentage,Units,0.049
Public,Active labour market programmes,Total,PCT_GDP,CZE,2005,PC,Percentage,Units,0.038
Public,Active labour market programmes,Total,PCT_GDP,CZE,2010,PC,Percentage,Units,0.048
Public,Active labour market programmes,Total,PCT_GDP,CZE,2015,PC,Percentage,Units,0.124
Public,Active labour market programmes,Total,PCT_GDP,CZE,2019,PC,Percentage,Units,0.012
Public,Active labour market programmes,Total,PCT_GDP,DNK,2000,PC,Percentage,Units,0.353
Public,Active labour market programmes,Total,PCT_GDP,DNK,2005,PC,Percentage,Units,0.233
Public,Active labour market programmes,Total,PCT_GDP,DNK,2010,PC,Percentage,Units,0.308
Public,Active labour market programmes,Total,PCT_GDP,DNK,2015,PC,Percentage,Units,0.281
Public,Active labour market programmes,Total,PCT_GDP,DNK,2019,PC,Percentage,Units,0.174
Public,Active labour market programmes,Total,PCT_GDP,FIN,2000,PC,Percentage,Units,0.164
Public,Active labour market programmes,Total,PCT_GDP,FIN,2005,PC,Percentage,Units,0.151
Public,Active labour market programmes,Total,PCT_GDP,FIN,2010,PC,Percentage,Units,0.121
Public,Active labour market programmes,Total,PCT_GDP,FIN,2015,PC,Percentage,Units,0.119
Public,Active labour market programmes,Total,PCT_GDP,FIN,2019,PC,Percentage,Units,0.079
Public,Active labour market programmes,Total,PCT_GDP,FRA,2000,PC,Percentage,Units,0.15
Public,Active labour market programmes,Total,PCT_GDP,FRA,2005,PC,Percentage,Units,0.101
Public,Active labour market programmes,Total,PCT_GDP,FRA,2010,PC,Percentage,Units,0.065
Public,Active labour market programmes,Total,PCT_GDP,FRA,2015,PC,Percentage,Units,0.047
Public,Active labour market programmes,Total,PCT_GDP,FRA,2019,PC,Percentage,Units,0.02
Public,Active labour market programmes,Total,PCT_GDP,FRA,2020,PC,Percentage,Units,0.02
Public,Active labour market programmes,Total,PCT_GDP,DEU,2000,PC,Percentage,Units,0.09
Public,Active labour market programmes,Total,PCT_GDP,DEU,2005,PC,Percentage,Units,0.063
Public,Active labour market programmes,Total,PCT_GDP,DEU,2010,PC,Percentage,Units,0.099
Public,Active labour market programmes,Total,PCT_GDP,DEU,2015,PC,Percentage,Units,0.025
Public,Active labour market programmes,Total,PCT_GDP,DEU,2019,PC,Percentage,Units,0.025
Public,Active labour market programmes,Total,PCT_GDP,GRC,2000,PC,Percentage,Units,0.062
Public,Active labour market programmes,Total,PCT_GDP,GRC,2005,PC,Percentage,Units,0.019
Public,Active labour market programmes,Total,PCT_GDP,GRC,2010,PC,Percentage,Units,0.108
Public,Active labour market programmes,Total,PCT_GDP,GRC,2015,PC,Percentage,Units,0.095
Public,Active labour market programmes,Total,PCT_GDP,GRC,2019,PC,Percentage,Units,0.1
Public,Active labour market programmes,Total,PCT_GDP,HUN,2000,PC,Percentage,Units,0.065
Public,Active labour market programmes,Total,PCT_GDP,HUN,2005,PC,Percentage,Units,0.098
Public,Active labour market programmes,Total,PCT_GDP,HUN,2010,PC,Percentage,Units,0.1
Public,Active labour market programmes,Total,PCT_GDP,HUN,2015,PC,Percentage,Units,0.053
Public,Active labour market programmes,Total,PCT_GDP,HUN,2019,PC,Percentage,Units,0.121
Public,Active labour market programmes,Total,PCT_GDP,IRL,2000,PC,Percentage,Units,0.128
Public,Active labour market programmes,Total,PCT_GDP,IRL,2005,PC,Percentage,Units,0.05
Public,Active labour market programmes,Total,PCT_GDP,IRL,2010,PC,Percentage,Units,0.053
Public,Active labour market programmes,Total,PCT_GDP,IRL,2015,PC,Percentage,Units,0.05
Public,Active labour market programmes,Total,PCT_GDP,IRL,2019,PC,Percentage,Units,0.017
Public,Active labour market programmes,Total,PCT_GDP,ITA,2000,PC,Percentage,Units,0.223
Public,Active labour market programmes,Total,PCT_GDP,ITA,2005,PC,Percentage,Units,0.199
Public,Active labour market programmes,Total,PCT_GDP,ITA,2010,PC,Percentage,Units,0.142
Public,Active labour market programmes,Total,PCT_GDP,ITA,2015,PC,Percentage,Units,0.22
Public,Active labour market programmes,Total,PCT_GDP,ITA,2019,PC,Percentage,Units,0.07
Public,Active labour market programmes,Total,PCT_GDP,JPN,2000,PC,Percentage,Units,0.047
Public,Active labour market programmes,Total,PCT_GDP,JPN,2005,PC,Percentage,Units,0.041
Public,Active labour market programmes,Total,PCT_GDP,JPN,2010,PC,Percentage,Units,0.119
Public,Active labour market programmes,Total,PCT_GDP,JPN,2015,PC,Percentage,Units,0.056
Public,Active labour market programmes,Total,PCT_GDP,JPN,2019,PC,Percentage,Units,0.059
Public,Active labour market programmes,Total,PCT_GDP,JPN,2020,PC,Percentage,Units,0.649
Public,Active labour market programmes,Total,PCT_GDP,KOR,2000,PC,Percentage,Units,0.011
Public,Active labour market programmes,Total,PCT_GDP,KOR,2005,PC,Percentage,Units,0.017
Public,Active labour market programmes,Total,PCT_GDP,KOR,2010,PC,Percentage,Units,0.02
Public,Active labour market programmes,Total,PCT_GDP,KOR,2015,PC,Percentage,Units,0.041
Public,Active labour market programmes,Total,PCT_GDP,KOR,2019,PC,Percentage,Units,0.087
Public,Active labour market programmes,Total,PCT_GDP,LUX,2000,PC,Percentage,Units,0.056
Public,Active labour market programmes,Total,PCT_GDP,LUX,2005,PC,Percentage,Units,0.188
Public,Active labour market programmes,Total,PCT_GDP,LUX,2010,PC,Percentage,Units,0.3
Public,Active labour market programmes,Total,PCT_GDP,LUX,2015,PC,Percentage,Units,0.374
Public,Active labour market programmes,Total,PCT_GDP,LUX,2019,PC,Percentage,Units,0.362
Public,Active labour market programmes,Total,PCT_GDP,MEX,2010,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,NLD,2000,PC,Percentage,Units,0.048
Public,Active labour market programmes,Total,PCT_GDP,NLD,2005,PC,Percentage,Units,0.022
Public,Active labour market programmes,Total,PCT_GDP,NLD,2010,PC,Percentage,Units,0.016
Public,Active labour market programmes,Total,PCT_GDP,NLD,2015,PC,Percentage,Units,0.047
Public,Active labour market programmes,Total,PCT_GDP,NLD,2019,PC,Percentage,Units,0.02
Public,Active labour market programmes,Total,PCT_GDP,NZL,2005,PC,Percentage,Units,0.023
Public,Active labour market programmes,Total,PCT_GDP,NZL,2010,PC,Percentage,Units,0.016
Public,Active labour market programmes,Total,PCT_GDP,NZL,2015,PC,Percentage,Units,0.011
Public,Active labour market programmes,Total,PCT_GDP,NZL,2019,PC,Percentage,Units,3.763
Public,Active labour market programmes,Total,PCT_GDP,NZL,2020,PC,Percentage,Units,0.38
Public,Active labour market programmes,Total,PCT_GDP,NOR,2000,PC,Percentage,Units,0.082
Public,Active labour market programmes,Total,PCT_GDP,NOR,2005,PC,Percentage,Units,0.099
Public,Active labour market programmes,Total,PCT_GDP,NOR,2010,PC,Percentage,Units,0.088
Public,Active labour market programmes,Total,PCT_GDP,NOR,2015,PC,Percentage,Units,0.084
Public,Active labour market programmes,Total,PCT_GDP,NOR,2019,PC,Percentage,Units,0.067
Public,Active labour market programmes,Total,PCT_GDP,POL,2000,PC,Percentage,Units,0.033
Public,Active labour market programmes,Total,PCT_GDP,POL,2005,PC,Percentage,Units,0.03
Public,Active labour market programmes,Total,PCT_GDP,POL,2010,PC,Percentage,Units,0.21
Public,Active labour market programmes,Total,PCT_GDP,POL,2015,PC,Percentage,Units,0.132
Public,Active labour market programmes,Total,PCT_GDP,POL,2019,PC,Percentage,Units,0.059
Public,Active labour market programmes,Total,PCT_GDP,PRT,2000,PC,Percentage,Units,0.181
Public,Active labour market programmes,Total,PCT_GDP,PRT,2005,PC,Percentage,Units,0.145
Public,Active labour market programmes,Total,PCT_GDP,PRT,2010,PC,Percentage,Units,0.101
Public,Active labour market programmes,Total,PCT_GDP,PRT,2015,PC,Percentage,Units,0.162
Public,Active labour market programmes,Total,PCT_GDP,PRT,2019,PC,Percentage,Units,0.068
Public,Active labour market programmes,Total,PCT_GDP,SVK,2000,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,SVK,2005,PC,Percentage,Units,0.027
Public,Active labour market programmes,Total,PCT_GDP,SVK,2010,PC,Percentage,Units,0.094
Public,Active labour market programmes,Total,PCT_GDP,SVK,2015,PC,Percentage,Units,0.082
Public,Active labour market programmes,Total,PCT_GDP,SVK,2019,PC,Percentage,Units,0.106
Public,Active labour market programmes,Total,PCT_GDP,ESP,2000,PC,Percentage,Units,0.313
Public,Active labour market programmes,Total,PCT_GDP,ESP,2005,PC,Percentage,Units,0.299
Public,Active labour market programmes,Total,PCT_GDP,ESP,2010,PC,Percentage,Units,0.267
Public,Active labour market programmes,Total,PCT_GDP,ESP,2015,PC,Percentage,Units,0.06
Public,Active labour market programmes,Total,PCT_GDP,ESP,2019,PC,Percentage,Units,0.082
Public,Active labour market programmes,Total,PCT_GDP,SWE,2000,PC,Percentage,Units,0.457
Public,Active labour market programmes,Total,PCT_GDP,SWE,2005,PC,Percentage,Units,0.468
Public,Active labour market programmes,Total,PCT_GDP,SWE,2010,PC,Percentage,Units,0.491
Public,Active labour market programmes,Total,PCT_GDP,SWE,2015,PC,Percentage,Units,0.59
Public,Active labour market programmes,Total,PCT_GDP,SWE,2019,PC,Percentage,Units,0.459
Public,Active labour market programmes,Total,PCT_GDP,CHE,2000,PC,Percentage,Units,0.052
Public,Active labour market programmes,Total,PCT_GDP,CHE,2005,PC,Percentage,Units,0.073
Public,Active labour market programmes,Total,PCT_GDP,CHE,2010,PC,Percentage,Units,0.071
Public,Active labour market programmes,Total,PCT_GDP,CHE,2015,PC,Percentage,Units,0.068
Public,Active labour market programmes,Total,PCT_GDP,CHE,2019,PC,Percentage,Units,0.069
Public,Active labour market programmes,Total,PCT_GDP,GBR,2000,PC,Percentage,Units,0.016
Public,Active labour market programmes,Total,PCT_GDP,GBR,2005,PC,Percentage,Units,0.011
Public,Active labour market programmes,Total,PCT_GDP,GBR,2010,PC,Percentage,Units,0.012
Public,Active labour market programmes,Total,PCT_GDP,USA,2000,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,USA,2005,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,USA,2010,PC,Percentage,Units,0.008
Public,Active labour market programmes,Total,PCT_GDP,USA,2015,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,USA,2019,PC,Percentage,Units,0.008
Public,Active labour market programmes,Total,PCT_GDP,USA,2020,PC,Percentage,Units,2.498
Public,Active labour market programmes,Total,PCT_GDP,CHL,2005,PC,Percentage,Units,0.061
Public,Active labour market programmes,Total,PCT_GDP,CHL,2010,PC,Percentage,Units,0.046
Public,Active labour market programmes,Total,PCT_GDP,CHL,2015,PC,Percentage,Units,0.04
Public,Active labour market programmes,Total,PCT_GDP,CHL,2019,PC,Percentage,Units,0.035
Public,Active labour market programmes,Total,PCT_GDP,CHL,2020,PC,Percentage,Units,0.032
Public,Active labour market programmes,Total,PCT_GDP,CHL,2021,PC,Percentage,Units,0.029
Public,Active labour market programmes,Total,PCT_GDP,EST,2005,PC,Percentage,Units,0.008
Public,Active labour market programmes,Total,PCT_GDP,EST,2010,PC,Percentage,Units,0.059
Public,Active labour market programmes,Total,PCT_GDP,EST,2015,PC,Percentage,Units,0.014
Public,Active labour market programmes,Total,PCT_GDP,EST,2019,PC,Percentage,Units,0.044
Public,Active labour market programmes,Total,PCT_GDP,ISR,2000,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,ISR,2005,PC,Percentage,Units,0.013
Public,Active labour market programmes,Total,PCT_GDP,ISR,2010,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,ISR,2015,PC,Percentage,Units,0.006
Public,Active labour market programmes,Total,PCT_GDP,ISR,2019,PC,Percentage,Units,0.011
Public,Active labour market programmes,Total,PCT_GDP,ISR,2020,PC,Percentage,Units,0.011
Public,Active labour market programmes,Total,PCT_GDP,ISR,2021,PC,Percentage,Units,0.014
Public,Active labour market programmes,Total,PCT_GDP,SVN,2005,PC,Percentage,Units,0.039
Public,Active labour market programmes,Total,PCT_GDP,SVN,2010,PC,Percentage,Units,0.089
Public,Active labour market programmes,Total,PCT_GDP,SVN,2015,PC,Percentage,Units,0.019
Public,Active labour market programmes,Total,PCT_GDP,SVN,2019,PC,Percentage,Units,0.051
Public,Active labour market programmes,Total,PCT_GDP,AUS,2000,PC,Percentage,Units,0.049
Public,Active labour market programmes,Total,PCT_GDP,AUS,2005,PC,Percentage,Units,0.052
Public,Active labour market programmes,Total,PCT_GDP,AUS,2010,PC,Percentage,Units,0.068
Public,Active labour market programmes,Total,PCT_GDP,AUS,2015,PC,Percentage,Units,0.059
Public,Active labour market programmes,Total,PCT_GDP,AUS,2019,PC,Percentage,Units,0.062
Public,Active labour market programmes,Total,PCT_GDP,AUT,2000,PC,Percentage,Units,0.025
Public,Active labour market programmes,Total,PCT_GDP,AUT,2005,PC,Percentage,Units,0.034
Public,Active labour market programmes,Total,PCT_GDP,AUT,2010,PC,Percentage,Units,0.033
Public,Active labour market programmes,Total,PCT_GDP,AUT,2015,PC,Percentage,Units,0.021
Public,Active labour market programmes,Total,PCT_GDP,AUT,2019,PC,Percentage,Units,0.023
Public,Active labour market programmes,Total,PCT_GDP,BEL,2000,PC,Percentage,Units,0.112
Public,Active labour market programmes,Total,PCT_GDP,BEL,2005,PC,Percentage,Units,0.118
Public,Active labour market programmes,Total,PCT_GDP,BEL,2010,PC,Percentage,Units,0.132
Public,Active labour market programmes,Total,PCT_GDP,BEL,2015,PC,Percentage,Units,0.137
Public,Active labour market programmes,Total,PCT_GDP,BEL,2019,PC,Percentage,Units,0.138
Public,Active labour market programmes,Total,PCT_GDP,CAN,2000,PC,Percentage,Units,0.019
Public,Active labour market programmes,Total,PCT_GDP,CAN,2005,PC,Percentage,Units,0.017
Public,Active labour market programmes,Total,PCT_GDP,CAN,2010,PC,Percentage,Units,0.014
Public,Active labour market programmes,Total,PCT_GDP,CAN,2015,PC,Percentage,Units,0.014
Public,Active labour market programmes,Total,PCT_GDP,CAN,2019,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,CAN,2020,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,CZE,2000,PC,Percentage,Units,0.008
Public,Active labour market programmes,Total,PCT_GDP,CZE,2005,PC,Percentage,Units,0.032
Public,Active labour market programmes,Total,PCT_GDP,CZE,2010,PC,Percentage,Units,0.076
Public,Active labour market programmes,Total,PCT_GDP,CZE,2015,PC,Percentage,Units,0.095
Public,Active labour market programmes,Total,PCT_GDP,CZE,2019,PC,Percentage,Units,0.128
Public,Active labour market programmes,Total,PCT_GDP,DNK,2000,PC,Percentage,Units,0.398
Public,Active labour market programmes,Total,PCT_GDP,DNK,2005,PC,Percentage,Units,0.496
Public,Active labour market programmes,Total,PCT_GDP,DNK,2010,PC,Percentage,Units,0.641
Public,Active labour market programmes,Total,PCT_GDP,DNK,2015,PC,Percentage,Units,0.772
Public,Active labour market programmes,Total,PCT_GDP,DNK,2019,PC,Percentage,Units,0.978
Public,Active labour market programmes,Total,PCT_GDP,FIN,2000,PC,Percentage,Units,0.077
Public,Active labour market programmes,Total,PCT_GDP,FIN,2005,PC,Percentage,Units,0.093
Public,Active labour market programmes,Total,PCT_GDP,FIN,2010,PC,Percentage,Units,0.091
Public,Active labour market programmes,Total,PCT_GDP,FIN,2015,PC,Percentage,Units,0.113
Public,Active labour market programmes,Total,PCT_GDP,FIN,2019,PC,Percentage,Units,0.132
Public,Active labour market programmes,Total,PCT_GDP,FRA,2000,PC,Percentage,Units,0.085
Public,Active labour market programmes,Total,PCT_GDP,FRA,2005,PC,Percentage,Units,0.082
Public,Active labour market programmes,Total,PCT_GDP,FRA,2010,PC,Percentage,Units,0.106
Public,Active labour market programmes,Total,PCT_GDP,FRA,2015,PC,Percentage,Units,0.089
Public,Active labour market programmes,Total,PCT_GDP,FRA,2019,PC,Percentage,Units,0.088
Public,Active labour market programmes,Total,PCT_GDP,FRA,2020,PC,Percentage,Units,0.094
Public,Active labour market programmes,Total,PCT_GDP,DEU,2000,PC,Percentage,Units,0.116
Public,Active labour market programmes,Total,PCT_GDP,DEU,2005,PC,Percentage,Units,0.132
Public,Active labour market programmes,Total,PCT_GDP,DEU,2010,PC,Percentage,Units,0.027
Public,Active labour market programmes,Total,PCT_GDP,DEU,2015,PC,Percentage,Units,0.022
Public,Active labour market programmes,Total,PCT_GDP,DEU,2019,PC,Percentage,Units,0.02
Public,Active labour market programmes,Total,PCT_GDP,GRC,2000,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,IRL,2000,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,IRL,2005,PC,Percentage,Units,0.007
Public,Active labour market programmes,Total,PCT_GDP,IRL,2010,PC,Percentage,Units,0.012
Public,Active labour market programmes,Total,PCT_GDP,IRL,2015,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,IRL,2019,PC,Percentage,Units,0.009
Public,Active labour market programmes,Total,PCT_GDP,ITA,2000,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,ITA,2005,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,ITA,2010,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,ITA,2015,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,ITA,2019,PC,Percentage,Units,0.006
Public,Active labour market programmes,Total,PCT_GDP,JPN,2000,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,JPN,2005,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,JPN,2010,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,JPN,2015,PC,Percentage,Units,0.008
Public,Active labour market programmes,Total,PCT_GDP,JPN,2019,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,JPN,2020,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,KOR,2000,PC,Percentage,Units,0.027
Public,Active labour market programmes,Total,PCT_GDP,KOR,2005,PC,Percentage,Units,0.021
Public,Active labour market programmes,Total,PCT_GDP,KOR,2010,PC,Percentage,Units,0.014
Public,Active labour market programmes,Total,PCT_GDP,KOR,2015,PC,Percentage,Units,0.02
Public,Active labour market programmes,Total,PCT_GDP,KOR,2019,PC,Percentage,Units,0.027
Public,Active labour market programmes,Total,PCT_GDP,LUX,2000,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,LUX,2005,PC,Percentage,Units,0.009
Public,Active labour market programmes,Total,PCT_GDP,LUX,2010,PC,Percentage,Units,0.007
Public,Active labour market programmes,Total,PCT_GDP,LUX,2015,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,LUX,2019,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,NLD,2000,PC,Percentage,Units,0.511
Public,Active labour market programmes,Total,PCT_GDP,NLD,2005,PC,Percentage,Units,0.489
Public,Active labour market programmes,Total,PCT_GDP,NLD,2010,PC,Percentage,Units,0.44
Public,Active labour market programmes,Total,PCT_GDP,NLD,2015,PC,Percentage,Units,0.38
Public,Active labour market programmes,Total,PCT_GDP,NLD,2019,PC,Percentage,Units,0.3
Public,Active labour market programmes,Total,PCT_GDP,NZL,2005,PC,Percentage,Units,0.053
Public,Active labour market programmes,Total,PCT_GDP,NZL,2010,PC,Percentage,Units,0.048
Public,Active labour market programmes,Total,PCT_GDP,NZL,2015,PC,Percentage,Units,0.035
Public,Active labour market programmes,Total,PCT_GDP,NZL,2019,PC,Percentage,Units,0.032
Public,Active labour market programmes,Total,PCT_GDP,NZL,2020,PC,Percentage,Units,0.031
Public,Active labour market programmes,Total,PCT_GDP,NOR,2000,PC,Percentage,Units,0.074
Public,Active labour market programmes,Total,PCT_GDP,NOR,2005,PC,Percentage,Units,0.14
Public,Active labour market programmes,Total,PCT_GDP,NOR,2010,PC,Percentage,Units,0.189
Public,Active labour market programmes,Total,PCT_GDP,NOR,2015,PC,Percentage,Units,0.199
Public,Active labour market programmes,Total,PCT_GDP,NOR,2019,PC,Percentage,Units,0.106
Public,Active labour market programmes,Total,PCT_GDP,POL,2000,PC,Percentage,Units,0.082
Public,Active labour market programmes,Total,PCT_GDP,POL,2005,PC,Percentage,Units,0.172
Public,Active labour market programmes,Total,PCT_GDP,POL,2010,PC,Percentage,Units,0.21
Public,Active labour market programmes,Total,PCT_GDP,POL,2015,PC,Percentage,Units,0.171
Public,Active labour market programmes,Total,PCT_GDP,POL,2019,PC,Percentage,Units,0.152
Public,Active labour market programmes,Total,PCT_GDP,PRT,2000,PC,Percentage,Units,0.029
Public,Active labour market programmes,Total,PCT_GDP,PRT,2005,PC,Percentage,Units,0.038
Public,Active labour market programmes,Total,PCT_GDP,PRT,2010,PC,Percentage,Units,0.036
Public,Active labour market programmes,Total,PCT_GDP,PRT,2015,PC,Percentage,Units,0.006
Public,Active labour market programmes,Total,PCT_GDP,PRT,2019,PC,Percentage,Units,0.016
Public,Active labour market programmes,Total,PCT_GDP,SVK,2000,PC,Percentage,Units,0.016
Public,Active labour market programmes,Total,PCT_GDP,SVK,2005,PC,Percentage,Units,0.009
Public,Active labour market programmes,Total,PCT_GDP,SVK,2010,PC,Percentage,Units,0.033
Public,Active labour market programmes,Total,PCT_GDP,SVK,2015,PC,Percentage,Units,0.037
Public,Active labour market programmes,Total,PCT_GDP,SVK,2019,PC,Percentage,Units,0.042
Public,Active labour market programmes,Total,PCT_GDP,ESP,2000,PC,Percentage,Units,0.06
Public,Active labour market programmes,Total,PCT_GDP,ESP,2005,PC,Percentage,Units,0.021
Public,Active labour market programmes,Total,PCT_GDP,ESP,2010,PC,Percentage,Units,0.082
Public,Active labour market programmes,Total,PCT_GDP,ESP,2015,PC,Percentage,Units,0.079
Public,Active labour market programmes,Total,PCT_GDP,ESP,2019,PC,Percentage,Units,0.126
Public,Active labour market programmes,Total,PCT_GDP,SWE,2000,PC,Percentage,Units,0.226
Public,Active labour market programmes,Total,PCT_GDP,SWE,2005,PC,Percentage,Units,0.193
Public,Active labour market programmes,Total,PCT_GDP,SWE,2010,PC,Percentage,Units,0.22
Public,Active labour market programmes,Total,PCT_GDP,SWE,2015,PC,Percentage,Units,0.257
Public,Active labour market programmes,Total,PCT_GDP,SWE,2019,PC,Percentage,Units,0.235
Public,Active labour market programmes,Total,PCT_GDP,CHE,2000,PC,Percentage,Units,0.188
Public,Active labour market programmes,Total,PCT_GDP,CHE,2005,PC,Percentage,Units,0.201
Public,Active labour market programmes,Total,PCT_GDP,CHE,2010,PC,Percentage,Units,0.2
Public,Active labour market programmes,Total,PCT_GDP,CHE,2015,PC,Percentage,Units,0.219
Public,Active labour market programmes,Total,PCT_GDP,CHE,2019,PC,Percentage,Units,0.232
Public,Active labour market programmes,Total,PCT_GDP,TUR,2010,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,GBR,2000,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,GBR,2005,PC,Percentage,Units,0.008
Public,Active labour market programmes,Total,PCT_GDP,GBR,2010,PC,Percentage,Units,0.006
