Branch,TypeofExpenditure,COUNTRY,Year,UnitCode,Value in Millions
Active labour market programmes,Total,Canada,2015,USD,214.0
Active labour market programmes,Total,Canada,2019,USD,31.0
Active labour market programmes,Total,Canada,2020,USD,31.0
Active labour market programmes,Total,Czech Republic,2000,USD,9.0
Active labour market programmes,Total,Czech Republic,2005,USD,48.0
Active labour market programmes,Total,Czech Republic,2010,USD,139.0
Active labour market programmes,Total,Czech Republic,2015,USD,201.0
Active labour market programmes,Total,Czech Republic,2019,USD,342.0
Active labour market programmes,Total,Denmark,2000,USD,793.0
Active labour market programmes,Total,Denmark,2005,USD,1180.0
Active labour market programmes,Total,Denmark,2010,USD,1742.0
Active labour market programmes,Total,Denmark,2015,USD,2358.0
Active labour market programmes,Total,Denmark,2019,USD,3389.0
Active labour market programmes,Total,Finland,2000,USD,114.0
Active labour market programmes,Total,Finland,2005,USD,166.0
Active labour market programmes,Total,Finland,2010,USD,187.0
Active labour market programmes,Total,Finland,2015,USD,260.0
Active labour market programmes,Total,Finland,2019,USD,345.0
Active labour market programmes,Total,France,2000,USD,1367.0
Active labour market programmes,Total,France,2005,USD,1586.0
Active labour market programmes,Total,France,2010,USD,2303.0
Active labour market programmes,Total,France,2015,USD,2139.0
Active labour market programmes,Total,France,2019,USD,2346.0
Active labour market programmes,Total,France,2020,USD,2375.0
Active labour market programmes,Total,Germany,2000,USD,2665.0
Active labour market programmes,Total,Germany,2005,USD,3282.0
Active labour market programmes,Total,Germany,2010,USD,765.0
Active labour market programmes,Total,Germany,2015,USD,721.0
Active labour market programmes,Total,Germany,2019,USD,753.0
Active labour market programmes,Total,Greece,2000,USD,3.0
Active labour market programmes,Total,Ireland,2000,USD,2.0
Active labour market programmes,Total,Ireland,2005,USD,12.0
Active labour market programmes,Total,Ireland,2010,USD,21.0
Active labour market programmes,Total,Ireland,2015,USD,27.0
Active labour market programmes,Total,Ireland,2019,USD,36.0
Active labour market programmes,Total,Italy,2000,USD,42.0
Active labour market programmes,Total,Italy,2005,USD,69.0
Active labour market programmes,Total,Italy,2010,USD,88.0
Active labour market programmes,Total,Italy,2015,USD,21.0
Active labour market programmes,Total,Italy,2019,USD,126.0
Active labour market programmes,Total,Japan,2000,USD,23.0
Active labour market programmes,Total,Japan,2005,USD,133.0
Active labour market programmes,Total,Japan,2010,USD,163.0
Active labour market programmes,Total,Japan,2015,USD,312.0
Active labour market programmes,Total,Japan,2019,USD,373.0
Active labour market programmes,Total,Japan,2020,USD,381.0
Active labour market programmes,Total,Korea,2000,USD,134.0
Active labour market programmes,Total,Korea,2005,USD,150.0
Active labour market programmes,Total,Korea,2010,USD,143.0
Active labour market programmes,Total,Korea,2015,USD,249.0
Active labour market programmes,Total,Korea,2019,USD,394.0
Active labour market programmes,Total,Luxembourg,2000,USD,0.0
Active labour market programmes,Total,Luxembourg,2005,USD,3.0
Active labour market programmes,Total,Luxembourg,2010,USD,3.0
Active labour market programmes,Total,Luxembourg,2015,USD,2.0
Active labour market programmes,Total,Luxembourg,2019,USD,3.0
Active labour market programmes,Total,Netherlands,2000,USD,2518.0
Active labour market programmes,Total,Netherlands,2005,USD,2938.0
Active labour market programmes,Total,Netherlands,2010,USD,3064.0
Active labour market programmes,Total,Netherlands,2015,USD,2858.0
Active labour market programmes,Total,Netherlands,2019,USD,2662.0
Active labour market programmes,Total,New Zealand,2005,USD,53.0
Active labour market programmes,Total,New Zealand,2010,USD,60.0
Active labour market programmes,Total,New Zealand,2015,USD,55.0
Active labour market programmes,Total,New Zealand,2019,USD,63.0
Active labour market programmes,Total,New Zealand,2020,USD,63.0
Active labour market programmes,Total,Norway,2000,USD,104.0
Active labour market programmes,Total,Norway,2005,USD,260.0
Active labour market programmes,Total,Norway,2010,USD,455.0
Active labour market programmes,Total,Norway,2015,USD,577.0
Active labour market programmes,Total,Norway,2019,USD,351.0
Active labour market programmes,Total,Poland,2000,USD,154.0
Active labour market programmes,Total,Poland,2005,USD,426.0
Active labour market programmes,Total,Poland,2010,USD,759.0
Active labour market programmes,Total,Poland,2015,USD,769.0
Active labour market programmes,Total,Poland,2019,USD,873.0
Active labour market programmes,Total,Portugal,2000,USD,41.0
Active labour market programmes,Total,Portugal,2005,USD,66.0
Active labour market programmes,Total,Portugal,2010,USD,70.0
Active labour market programmes,Total,Portugal,2015,USD,12.0
Active labour market programmes,Total,Portugal,2019,USD,38.0
Active labour market programmes,Total,Slovakia,2000,USD,5.0
Active labour market programmes,Total,Slovakia,2005,USD,5.0
Active labour market programmes,Total,Slovakia,2010,USD,25.0
Active labour market programmes,Total,Slovakia,2015,USD,33.0
Active labour market programmes,Total,Slovakia,2019,USD,43.0
Active labour market programmes,Total,Spain,2000,USD,421.0
Active labour market programmes,Total,Spain,2005,USD,211.0
Active labour market programmes,Total,Spain,2010,USD,957.0
Active labour market programmes,Total,Spain,2015,USD,929.0
Active labour market programmes,Total,Spain,2019,USD,1702.0
Active labour market programmes,Total,Sweden,2000,USD,506.0
Active labour market programmes,Total,Sweden,2005,USD,525.0
Active labour market programmes,Total,Sweden,2010,USD,732.0
Active labour market programmes,Total,Sweden,2015,USD,1017.0
Active labour market programmes,Total,Sweden,2019,USD,1106.0
Active labour market programmes,Total,Switzerland,2000,USD,994.0
Active labour market programmes,Total,Switzerland,2005,USD,1179.0
Active labour market programmes,Total,Switzerland,2010,USD,1407.0
Active labour market programmes,Total,Switzerland,2015,USD,1658.0
Active labour market programmes,Total,Switzerland,2019,USD,1888.0
Active labour market programmes,Total,Turkey,2005,USD,0.0
Active labour market programmes,Total,Turkey,2010,USD,1.0
Active labour market programmes,Total,United Kingdom,2000,USD,142.0
Active labour market programmes,Total,United Kingdom,2005,USD,145.0
Active labour market programmes,Total,United Kingdom,2010,USD,124.0
Active labour market programmes,Total,USA,2000,USD,3362
Active labour market programmes,Total,USA,2005,USD,5891
Active labour market programmes,Total,USA,2010,USD,7201
Active labour market programmes,Total,USA,2015,USD,7143
Active labour market programmes,Total,USA,2019,USD,9241
Active labour market programmes,Total,USA,2020,USD,8770.25
Active labour market programmes,Total,Estonia,2019,USD,61.0
Active labour market programmes,Total,Israel,2000,USD,4.0
Active labour market programmes,Total,Israel,2005,USD,1.0
Active labour market programmes,Total,Israel,2010,USD,2.0
Active labour market programmes,Total,Israel,2015,USD,4.0
Active labour market programmes,Total,Israel,2019,USD,7.0
Active labour market programmes,Total,Israel,2020,USD,3.0
Active labour market programmes,Total,Israel,2021,USD,8.0
Active labour market programmes,Total,Slovenia,2005,USD,4.0
Active labour market programmes,Total,Slovenia,2019,USD,2.0
Active labour market programmes,Total,Australia,2000,USD,1703.0
Active labour market programmes,Total,Australia,2005,USD,2449.0
Active labour market programmes,Total,Australia,2010,USD,3097.0
Active labour market programmes,Total,Australia,2015,USD,2566.0
Active labour market programmes,Total,Australia,2019,USD,24617.0
Active labour market programmes,Total,Austria,2000,USD,1175.0
Active labour market programmes,Total,Austria,2005,USD,1667.0
Active labour market programmes,Total,Austria,2010,USD,2625.0
Active labour market programmes,Total,Austria,2015,USD,2783.0
Active labour market programmes,Total,Austria,2019,USD,3036.0
Active labour market programmes,Total,Belgium,2000,USD,2325.0
Active labour market programmes,Total,Belgium,2005,USD,2206.0
Active labour market programmes,Total,Belgium,2010,USD,2867.0
Active labour market programmes,Total,Belgium,2015,USD,3230.0
Active labour market programmes,Total,Belgium,2019,USD,4784.0
Active labour market programmes,Total,Canada,2000,USD,3091.0
Active labour market programmes,Total,Canada,2005,USD,3411.0
Active labour market programmes,Total,Canada,2010,USD,4197.0
Active labour market programmes,Total,Canada,2015,USD,3583.0
Active labour market programmes,Total,Canada,2019,USD,7155.0
Active labour market programmes,Total,Canada,2020,USD,63530.0
Active labour market programmes,Total,Czech Republic,2000,USD,198.0
Active labour market programmes,Total,Czech Republic,2005,USD,344.0
Active labour market programmes,Total,Czech Republic,2010,USD,578.0
Active labour market programmes,Total,Czech Republic,2015,USD,902.0
Active labour market programmes,Total,Czech Republic,2019,USD,740.0
Active labour market programmes,Total,Denmark,2000,USD,3670.0
Active labour market programmes,Total,Denmark,2005,USD,3631.0
Active labour market programmes,Total,Denmark,2010,USD,5491.0
Active labour market programmes,Total,Denmark,2015,USD,6240.0
Active labour market programmes,Total,Denmark,2019,USD,6531.0
Active labour market programmes,Total,Finland,2000,USD,1279.0
Active labour market programmes,Total,Finland,2005,USD,1554.0
Active labour market programmes,Total,Finland,2010,USD,2041.0
Active labour market programmes,Total,Finland,2015,USD,2290.0
Active labour market programmes,Total,Finland,2019,USD,2397.0
Active labour market programmes,Total,France,2000,USD,19065.0
Active labour market programmes,Total,France,2005,USD,17381.0
Active labour market programmes,Total,France,2010,USD,23192.0
Active labour market programmes,Total,France,2015,USD,22585.0
Active labour market programmes,Total,France,2019,USD,19051.0
Active labour market programmes,Total,France,2020,USD,19067.0
Active labour market programmes,Total,Germany,2000,USD,28664.0
Active labour market programmes,Total,Germany,2005,USD,27884.0
Active labour market programmes,Total,Germany,2010,USD,25171.0
Active labour market programmes,Total,Germany,2015,USD,21140.0
Active labour market programmes,Total,Germany,2019,USD,22461.0
Active labour market programmes,Total,Greece,2000,USD,360.0
Active labour market programmes,Total,Greece,2005,USD,145.0
Active labour market programmes,Total,Greece,2010,USD,569.0
Active labour market programmes,Total,Greece,2015,USD,433.0
Active labour market programmes,Total,Greece,2019,USD,727.0
Active labour market programmes,Total,Hungary,2000,USD,149.0
Active labour market programmes,Total,Hungary,2005,USD,211.0
Active labour market programmes,Total,Hungary,2010,USD,497.0
Active labour market programmes,Total,Hungary,2015,USD,886.0
Active labour market programmes,Total,Hungary,2019,USD,795.0
Active labour market programmes,Total,Iceland,2000,USD,3.0
Active labour market programmes,Total,Iceland,2005,USD,6.0
Active labour market programmes,Total,Iceland,2010,USD,8.0
Active labour market programmes,Total,Iceland,2015,USD,8.0
Active labour market programmes,Total,Iceland,2019,USD,14.0
Active labour market programmes,Total,Ireland,2000,USD,927.0
Active labour market programmes,Total,Ireland,2005,USD,1137.0
Active labour market programmes,Total,Ireland,2010,USD,1639.0
Active labour market programmes,Total,Ireland,2015,USD,1617.0
Active labour market programmes,Total,Ireland,2019,USD,1204.0
Active labour market programmes,Total,Italy,2000,USD,7409.0
Active labour market programmes,Total,Italy,2005,USD,8692.0
Active labour market programmes,Total,Italy,2010,USD,7320.0
Active labour market programmes,Total,Italy,2015,USD,8923.0
Active labour market programmes,Total,Italy,2019,USD,5346.0
Active labour market programmes,Total,Japan,2000,USD,6921.0
Active labour market programmes,Total,Japan,2005,USD,4707.0
Active labour market programmes,Total,Japan,2010,USD,9807.0
Active labour market programmes,Total,Japan,2015,USD,5682.0
Active labour market programmes,Total,Japan,2019,USD,5723.0
Active labour market programmes,Total,Japan,2020,USD,27739.0
Active labour market programmes,Total,Korea,2000,USD,1758.0
Active labour market programmes,Total,Korea,2005,USD,777.0
Active labour market programmes,Total,Korea,2010,USD,2900.0
Active labour market programmes,Total,Korea,2015,USD,4209.0
Active labour market programmes,Total,Korea,2019,USD,5386.0
Active labour market programmes,Total,Korea,2020,USD,5541.0
Active labour market programmes,Total,Luxembourg,2000,USD,48.0
Active labour market programmes,Total,Luxembourg,2005,USD,163.0
Active labour market programmes,Total,Luxembourg,2010,USD,239.0
Active labour market programmes,Total,Luxembourg,2015,USD,374.0
Active labour market programmes,Total,Luxembourg,2019,USD,513.0
Active labour market programmes,Total,Mexico,2000,USD,81.0
Active labour market programmes,Total,Mexico,2005,USD,67.0
Active labour market programmes,Total,Mexico,2010,USD,82.0
Active labour market programmes,Total,Mexico,2015,USD,58.0
Active labour market programmes,Total,Mexico,2019,USD,32.0
Active labour market programmes,Total,Netherlands,2000,USD,6365.0
Active labour market programmes,Total,Netherlands,2005,USD,6974.0
Active labour market programmes,Total,Netherlands,2010,USD,7625.0
Active labour market programmes,Total,Netherlands,2015,USD,5688.0
Active labour market programmes,Total,Netherlands,2019,USD,5003.0
Active labour market programmes,Total,New Zealand,2005,USD,411.0
Active labour market programmes,Total,New Zealand,2010,USD,425.0
Active labour market programmes,Total,New Zealand,2015,USD,400.0
Active labour market programmes,Total,New Zealand,2019,USD,7874.0
Active labour market programmes,Total,New Zealand,2020,USD,1247.0
Active labour market programmes,Total,Norway,2000,USD,840.0
Active labour market programmes,Total,Norway,2005,USD,1331.0
Active labour market programmes,Total,Norway,2010,USD,1494.0
Active labour market programmes,Total,Norway,2015,USD,1495.0
Active labour market programmes,Total,Norway,2019,USD,1330.0
Active labour market programmes,Total,Poland,2000,USD,473.0
Active labour market programmes,Total,Poland,2005,USD,1045.0
Active labour market programmes,Total,Poland,2010,USD,2458.0
Active labour market programmes,Total,Poland,2015,USD,2086.0
Active labour market programmes,Total,Poland,2019,USD,1851.0
Active labour market programmes,Total,Portugal,2000,USD,854.0
Active labour market programmes,Total,Portugal,2005,USD,1124.0
Active labour market programmes,Total,Portugal,2010,USD,1315.0
Active labour market programmes,Total,Portugal,2015,USD,1189.0
Active labour market programmes,Total,Portugal,2019,USD,906.0
Active labour market programmes,Total,Slovakia,2000,USD,106.0
Active labour market programmes,Total,Slovakia,2005,USD,182.0
Active labour market programmes,Total,Slovakia,2010,USD,238.0
Active labour market programmes,Total,Slovakia,2015,USD,169.0
Active labour market programmes,Total,Slovakia,2019,USD,238.0
Active labour market programmes,Total,Spain,2000,USD,5684.0
Active labour market programmes,Total,Spain,2005,USD,7678.0
Active labour market programmes,Total,Spain,2010,USD,10721.0
Active labour market programmes,Total,Spain,2015,USD,6962.0
Active labour market programmes,Total,Spain,2019,USD,9414.0
Active labour market programmes,Total,Sweden,2000,USD,3624.0
Active labour market programmes,Total,Sweden,2005,USD,2977.0
Active labour market programmes,Total,Sweden,2010,USD,3639.0
Active labour market programmes,Total,Sweden,2015,USD,4942.0
Active labour market programmes,Total,Sweden,2019,USD,4771.0
Active labour market programmes,Total,Switzerland,2000,USD,2597.0
Active labour market programmes,Total,Switzerland,2005,USD,3802.0
Active labour market programmes,Total,Switzerland,2010,USD,4079.0
Active labour market programmes,Total,Switzerland,2015,USD,4279.0
Active labour market programmes,Total,Switzerland,2019,USD,4519.0
Active labour market programmes,Total,Turkey,2000,USD,1.0
Active labour market programmes,Total,Turkey,2005,USD,2.0
Active labour market programmes,Total,Turkey,2010,USD,13.0
Active labour market programmes,Total,Turkey,2015,USD,21.0
Active labour market programmes,Total,Turkey,2019,USD,25.0
Active labour market programmes,Total,United Kingdom,2000,USD,2997.0
Active labour market programmes,Total,United Kingdom,2005,USD,6912.0
Active labour market programmes,Total,United Kingdom,2010,USD,7744.0
Active labour market programmes,Total,United Kingdom,2015,USD,4603.0
Active labour market programmes,Total,United Kingdom,2019,USD,4283.0
Active labour market programmes,Total,USA,2000,USD,14552
Active labour market programmes,Total,USA,2005,USD,16967
Active labour market programmes,Total,USA,2010,USD,23917
Active labour market programmes,Total,USA,2015,USD,18853
Active labour market programmes,Total,USA,2019,USD,21698
Active labour market programmes,Total,USA,2020,USD,546748.25
Active labour market programmes,Total,Chile,2000,USD,107.0
Active labour market programmes,Total,Chile,2005,USD,179.0
Active labour market programmes,Total,Chile,2010,USD,336.0
Active labour market programmes,Total,Chile,2015,USD,549.0
Active labour market programmes,Total,Chile,2019,USD,540.0
Active labour market programmes,Total,Chile,2020,USD,548.0
Active labour market programmes,Total,Chile,2021,USD,1707.0
Active labour market programmes,Total,Estonia,2005,USD,8.0
Active labour market programmes,Total,Estonia,2010,USD,36.0
Active labour market programmes,Total,Estonia,2015,USD,48.0
Active labour market programmes,Total,Estonia,2019,USD,157.0
Active labour market programmes,Total,Israel,2000,USD,351.0
Active labour market programmes,Total,Israel,2005,USD,303.0
Active labour market programmes,Total,Israel,2010,USD,314.0
Active labour market programmes,Total,Israel,2015,USD,365.0
Active labour market programmes,Total,Israel,2019,USD,526.0
Active labour market programmes,Total,Israel,2020,USD,534.0
Active labour market programmes,Total,Israel,2021,USD,533.0
Active labour market programmes,Total,Slovenia,2005,USD,92.0
Active labour market programmes,Total,Slovenia,2010,USD,197.0
Active labour market programmes,Total,Slovenia,2015,USD,100.0
Active labour market programmes,Total,Slovenia,2019,USD,107.0
Active labour market programmes,Total,Australia,2000,USD,399.0
Active labour market programmes,Total,Australia,2005,USD,514.0
Active labour market programmes,Total,Australia,2010,USD,293.0
Active labour market programmes,Total,Australia,2015,USD,114.0
Active labour market programmes,Total,Australia,2019,USD,29.0
Active labour market programmes,Total,Austria,2000,USD,92.0
Active labour market programmes,Total,Austria,2005,USD,101.0
Active labour market programmes,Total,Austria,2010,USD,136.0
Active labour market programmes,Total,Austria,2015,USD,183.0
Active labour market programmes,Total,Austria,2019,USD,183.0
Active labour market programmes,Total,Belgium,2000,USD,534.0
Active labour market programmes,Total,Belgium,2005,USD,182.0
Active labour market programmes,Total,Belgium,2010,USD,294.0
Active labour market programmes,Total,Belgium,2015,USD,276.0
Active labour market programmes,Total,Belgium,2019,USD,220.0
Active labour market programmes,Total,Canada,2000,USD,306.0
Active labour market programmes,Total,Canada,2005,USD,197.0
Active labour market programmes,Total,Canada,2010,USD,218.0
Active labour market programmes,Total,Canada,2015,USD,161.0
Active labour market programmes,Total,Canada,2019,USD,275.0
Active labour market programmes,Total,Canada,2020,USD,248.0
Active labour market programmes,Total,Czech Republic,2000,USD,35.0
Active labour market programmes,Total,Czech Republic,2005,USD,39.0
Active labour market programmes,Total,Czech Republic,2010,USD,75.0
Active labour market programmes,Total,Czech Republic,2015,USD,123.0
Active labour market programmes,Total,Czech Republic,2019,USD,51.0
Active labour market programmes,Total,Denmark,2000,USD,111.0
Active labour market programmes,Total,Denmark,2005,USD,0.0
Active labour market programmes,Total,Finland,2000,USD,163.0
Active labour market programmes,Total,Finland,2005,USD,116.0
Active labour market programmes,Total,Finland,2010,USD,175.0
Active labour market programmes,Total,Finland,2015,USD,291.0
Active labour market programmes,Total,Finland,2019,USD,493.0
Active labour market programmes,Total,France,2000,USD,6297.0
Active labour market programmes,Total,France,2005,USD,3369.0
Active labour market programmes,Total,France,2010,USD,4253.0
Active labour market programmes,Total,France,2015,USD,5267.0
Active labour market programmes,Total,France,2019,USD,1712.0
Active labour market programmes,Total,France,2020,USD,1389.0
Active labour market programmes,Total,Germany,2000,USD,5822.0
Active labour market programmes,Total,Germany,2005,USD,2142.0
Active labour market programmes,Total,Germany,2010,USD,1296.0
Active labour market programmes,Total,Germany,2015,USD,496.0
Active labour market programmes,Total,Germany,2019,USD,795.0
Active labour market programmes,Total,Greece,2015,USD,105.0
Active labour market programmes,Total,Greece,2019,USD,428.0
Active labour market programmes,Total,Hungary,2000,USD,55.0
Active labour market programmes,Total,Hungary,2005,USD,58.0
Active labour market programmes,Total,Hungary,2010,USD,302.0
Active labour market programmes,Total,Hungary,2015,USD,734.0
Active labour market programmes,Total,Hungary,2019,USD,480.0
Active labour market programmes,Total,Ireland,2000,USD,346.0
Active labour market programmes,Total,Ireland,2005,USD,363.0
Active labour market programmes,Total,Ireland,2010,USD,434.0
Active labour market programmes,Total,Ireland,2015,USD,561.0
Active labour market programmes,Total,Ireland,2019,USD,517.0
Active labour market programmes,Total,Italy,2000,USD,657.0
Active labour market programmes,Total,Italy,2005,USD,141.0
Active labour market programmes,Total,Italy,2010,USD,89.0
Active labour market programmes,Total,Italy,2015,USD,152.0
Active labour market programmes,Total,Italy,2019,USD,38.0
Active labour market programmes,Total,Japan,2000,USD,200.0
Active labour market programmes,Total,Japan,2005,USD,126.0
Active labour market programmes,Total,Japan,2010,USD,2473.0
Active labour market programmes,Total,Japan,2015,USD,315.0
Active labour market programmes,Total,Japan,2019,USD,80.0
Active labour market programmes,Total,Japan,2020,USD,114.0
Active labour market programmes,Total,Korea,2000,USD,1162.0
Active labour market programmes,Total,Korea,2005,USD,22.0
Active labour market programmes,Total,Korea,2010,USD,1814.0
Active labour market programmes,Total,Korea,2015,USD,2403.0
Active labour market programmes,Total,Korea,2019,USD,1467.0
Active labour market programmes,Total,Luxembourg,2000,USD,4.0
Active labour market programmes,Total,Luxembourg,2005,USD,41.0
Active labour market programmes,Total,Luxembourg,2010,USD,57.0
Active labour market programmes,Total,Luxembourg,2015,USD,86.0
Active labour market programmes,Total,Luxembourg,2019,USD,86.0
Active labour market programmes,Total,Mexico,2010,USD,1.0
Active labour market programmes,Total,Netherlands,2000,USD,1199.0
Active labour market programmes,Total,Netherlands,2005,USD,1057.0
Active labour market programmes,Total,Netherlands,2010,USD,1064.0
Active labour market programmes,Total,Netherlands,2015,USD,166.0
Active labour market programmes,Total,Netherlands,2019,USD,64.0
Active labour market programmes,Total,New Zealand,2005,USD,3.0
Active labour market programmes,Total,New Zealand,2010,USD,24.0
Active labour market programmes,Total,New Zealand,2015,USD,1.0
Active labour market programmes,Total,New Zealand,2019,USD,3.0
Active labour market programmes,Total,New Zealand,2020,USD,4.0
Active labour market programmes,Total,Norway,2000,USD,20.0
Active labour market programmes,Total,Norway,2005,USD,3.0
Active labour market programmes,Total,Poland,2000,USD,37.0
Active labour market programmes,Total,Poland,2005,USD,62.0
Active labour market programmes,Total,Poland,2010,USD,129.0
Active labour market programmes,Total,Poland,2015,USD,80.0
Active labour market programmes,Total,Poland,2019,USD,44.0
Active labour market programmes,Total,Portugal,2000,USD,65.0
Active labour market programmes,Total,Portugal,2005,USD,50.0
Active labour market programmes,Total,Portugal,2010,USD,28.0
Active labour market programmes,Total,Portugal,2015,USD,86.0
Active labour market programmes,Total,Portugal,2019,USD,57.0
Active labour market programmes,Total,Slovakia,2000,USD,46.0
Active labour market programmes,Total,Slovakia,2005,USD,32.0
Active labour market programmes,Total,Slovakia,2010,USD,10.0
Active labour market programmes,Total,Slovakia,2015,USD,17.0
Active labour market programmes,Total,Slovakia,2019,USD,9.0
Active labour market programmes,Total,Spain,2000,USD,867.0
Active labour market programmes,Total,Spain,2005,USD,876.0
Active labour market programmes,Total,Spain,2010,USD,1117.0
Active labour market programmes,Total,Spain,2015,USD,1131.0
Active labour market programmes,Total,Spain,2019,USD,1539.0
Active labour market programmes,Total,Sweden,2000,USD,142.0
Active labour market programmes,Total,United Kingdom,2000,USD,148.0
Active labour market programmes,Total,United Kingdom,2005,USD,68.0
Active labour market programmes,Total,United Kingdom,2010,USD,739.0
Active labour market programmes,Total,USA,2000,USD,746
Active labour market programmes,Total,USA,2005,USD,744
Active labour market programmes,Total,USA,2010,USD,1659
Active labour market programmes,Total,USA,2015,USD,814
Active labour market programmes,Total,USA,2019,USD,815
Active labour market programmes,Total,USA,2020,USD,944
Active labour market programmes,Total,Chile,2000,USD,26.0
Active labour market programmes,Total,Chile,2005,USD,38.0
Active labour market programmes,Total,Chile,2010,USD,95.0
Active labour market programmes,Total,Chile,2015,USD,102.0
Active labour market programmes,Total,Chile,2019,USD,112.0
Active labour market programmes,Total,Chile,2020,USD,138.0
Active labour market programmes,Total,Chile,2021,USD,1316.0
Active labour market programmes,Total,Estonia,2010,USD,0.0
Active labour market programmes,Total,Estonia,2015,USD,0.0
Active labour market programmes,Total,Estonia,2019,USD,0.0
Active labour market programmes,Total,Slovenia,2005,USD,24.0
Active labour market programmes,Total,Slovenia,2010,USD,50.0
Active labour market programmes,Total,Slovenia,2015,USD,38.0
Active labour market programmes,Total,Slovenia,2019,USD,18.0
Active labour market programmes,Total,Australia,2000,USD,66.0
Active labour market programmes,Total,Australia,2005,USD,63.0
Active labour market programmes,Total,Australia,2010,USD,62.0
Active labour market programmes,Total,Australia,2015,USD,46.0
Active labour market programmes,Total,Australia,2019,USD,57.0
Active labour market programmes,Total,Austria,2000,USD,7.0
Active labour market programmes,Total,Austria,2005,USD,15.0
Active labour market programmes,Total,Austria,2010,USD,21.0
Active labour market programmes,Total,Austria,2015,USD,20.0
Active labour market programmes,Total,Austria,2019,USD,21.0
Active labour market programmes,Total,Belgium,2000,USD,6.0
Active labour market programmes,Total,Belgium,2005,USD,11.0
Active labour market programmes,Total,Belgium,2010,USD,14.0
Active labour market programmes,Total,Belgium,2015,USD,4.0
Active labour market programmes,Total,Belgium,2019,USD,4.0
Active labour market programmes,Total,Canada,2000,USD,88.0
Active labour market programmes,Total,Canada,2005,USD,111.0
Active labour market programmes,Total,Canada,2010,USD,94.0
Active labour market programmes,Total,Canada,2015,USD,75.0
Active labour market programmes,Total,Canada,2019,USD,48.0
Active labour market programmes,Total,Canada,2020,USD,40.0
Active labour market programmes,Total,Czech Republic,2000,USD,8.0
Active labour market programmes,Total,Czech Republic,2005,USD,5.0
Active labour market programmes,Total,Czech Republic,2010,USD,8.0
Active labour market programmes,Total,Czech Republic,2015,USD,7.0
Active labour market programmes,Total,Czech Republic,2019,USD,1.0
Active labour market programmes,Total,Denmark,2000,USD,6.0
Active labour market programmes,Total,Finland,2000,USD,17.0
Active labour market programmes,Total,Finland,2005,USD,33.0
Active labour market programmes,Total,Finland,2010,USD,45.0
Active labour market programmes,Total,Finland,2015,USD,24.0
Active labour market programmes,Total,Finland,2019,USD,39.0
Active labour market programmes,Total,France,2000,USD,42.0
Active labour market programmes,Total,France,2005,USD,70.0
Active labour market programmes,Total,France,2010,USD,1369.0
Active labour market programmes,Total,France,2015,USD,996.0
Active labour market programmes,Total,France,2019,USD,995.0
Active labour market programmes,Total,France,2020,USD,887.0
Active labour market programmes,Total,Germany,2000,USD,875.0
Active labour market programmes,Total,Germany,2005,USD,3663.0
Active labour market programmes,Total,Germany,2010,USD,2117.0
Active labour market programmes,Total,Germany,2015,USD,370.0
Active labour market programmes,Total,Germany,2019,USD,315.0
Active labour market programmes,Total,Greece,2000,USD,35.0
Active labour market programmes,Total,Greece,2005,USD,3.0
Active labour market programmes,Total,Greece,2010,USD,237.0
Active labour market programmes,Total,Greece,2015,USD,37.0
Active labour market programmes,Total,Greece,2019,USD,48.0
Active labour market programmes,Total,Hungary,2000,USD,1.0
Active labour market programmes,Total,Hungary,2005,USD,4.0
Active labour market programmes,Total,Hungary,2010,USD,7.0
Active labour market programmes,Total,Hungary,2015,USD,6.0
Active labour market programmes,Total,Hungary,2019,USD,32.0
Active labour market programmes,Total,Ireland,2000,USD,39.0
Active labour market programmes,Total,Italy,2000,USD,489.0
Active labour market programmes,Total,Italy,2005,USD,800.0
Active labour market programmes,Total,Italy,2010,USD,336.0
Active labour market programmes,Total,Italy,2015,USD,282.0
Active labour market programmes,Total,Italy,2019,USD,7.0
Active labour market programmes,Total,Japan,2010,USD,16.0
Active labour market programmes,Total,Japan,2015,USD,0.0
Active labour market programmes,Total,Japan,2019,USD,0.0
Active labour market programmes,Total,Japan,2020,USD,0.0
Active labour market programmes,Total,Korea,2000,USD,34.0
Active labour market programmes,Total,Korea,2005,USD,40.0
Active labour market programmes,Total,Korea,2010,USD,7.0
Active labour market programmes,Total,Korea,2015,USD,203.0
Active labour market programmes,Total,Korea,2019,USD,604.0
Active labour market programmes,Total,Luxembourg,2000,USD,0.0
Active labour market programmes,Total,Luxembourg,2005,USD,0.0
Active labour market programmes,Total,Luxembourg,2010,USD,0.0
Active labour market programmes,Total,Luxembourg,2015,USD,0.0
Active labour market programmes,Total,Mexico,2010,USD,7.0
Active labour market programmes,Total,Mexico,2015,USD,7.0
Active labour market programmes,Total,Mexico,2019,USD,3.0
Active labour market programmes,Total,New Zealand,2005,USD,12.0
Active labour market programmes,Total,New Zealand,2010,USD,7.0
Active labour market programmes,Total,New Zealand,2015,USD,0.0
Active labour market programmes,Total,New Zealand,2019,USD,2.0
Active labour market programmes,Total,New Zealand,2020,USD,4.0
Active labour market programmes,Total,Norway,2000,USD,3.0
Active labour market programmes,Total,Norway,2005,USD,5.0
Active labour market programmes,Total,Norway,2010,USD,5.0
Active labour market programmes,Total,Norway,2015,USD,2.0
Active labour market programmes,Total,Norway,2019,USD,2.0
Active labour market programmes,Total,Poland,2000,USD,28.0
